Ticker,ROE (Return on Equity),ROA (Return on Assets),P/E Ratio (PER),Debt/Equity Ratio,Current Ratio,Quick Ratio,Revenue Growth (YoY),Earnings Growth (YoY),EPS Growth (Next 5 Years),σ (std),MDD,6개월 수익률,20일 이동평균선,60일 이동평균선,이평괴리율(20일),RSI(14),MACD,Signal
DHR,0.06843,0.040570002,43.540207,35.544,1.519,0.835,0.044,0.134,0.11,0.0207033606224241,-0.3020216870650245,0.077664407392064,213.9729995727539,204.57042821248373,-0.0130997902043969,30.50363930248355,1.8261798196446364,3.149656703880813
CMI,0.22767,0.079050004,25.082342,62.949,1.769,0.931,-0.016,-0.341,-0.337,0.0193402962532197,-0.3048133073295015,0.4632640430071402,431.6094985961914,418.4141535441081,0.1221717731264139,76.3896472776392,12.703227984434877,7.03995320295456
DRI,0.50411,0.07475,18.605574,361.727,0.397,0.13,0.104,0.261,0.244,0.0182982660298961,-0.2195024061078684,-0.1403865738715282,182.89350128173828,193.1715840657552,-0.0508684282308974,23.634277630071622,-3.847947114883766,-3.483619455075796
DVA,0.61618,0.07007,12.414255,953.093,1.363,1.234,0.048,-0.184,-0.3,0.019566747879469,-0.3304200963450318,-0.1653701782548365,124.77800102233888,130.2251661936442,-0.0369296095116044,31.80210751919985,-2.386421787109782,-2.1808182767451214
DDOG,0.03519,-0.00503,644.25806,37.199,3.663,3.551,0.284,-0.337,-0.345,0.03192035591946,-0.4841387302189901,0.7024977016212741,162.59375076293946,147.79325129191082,0.2283374993414935,82.59110775331683,9.136076070516111,5.350411734476832
DECK,0.43312,0.21533,11.863298,14.22,3.067,2.024,0.091,0.144,0.107,0.0342753489289278,-0.643494237380962,-0.382855381067542,89.81599960327148,103.671000289917,-0.1110715608515866,23.215935041957263,-6.36112895288835,-5.928223091679548
DAL,0.28514,0.04749,8.259521,117.299,0.398,0.262,0.064,0.102,0.114,0.031604913371953,-0.479185582080458,0.1123933631842988,59.29676609039306,59.166334597269696,-0.0124250404478873,40.8737881157335,-0.213629966085854,-0.1085772470698243
DXCM,0.30635,0.07017,30.466667,94.479,1.565,1.346,0.216,1.099,1.108,0.0288086369611609,-0.3957024776574328,-0.3479966739432095,64.90149993896485,70.44316698710124,-0.1550272304313315,19.053520300653545,-3.4474559834481866,-2.258718891804832
DVN,0.18586999,0.08022001,8.0,56.274,0.957,0.758,0.071,-0.162,-0.154,0.0262516033402344,-0.3113605406069482,0.0030976488710825,32.55749979019165,34.004860464731856,0.0418489867936398,66.14581022272938,-0.1778333336902093,-0.3947198781788006
FANG,0.10901,0.051009998,10.163624,35.66,0.623,0.431,0.42,0.1,0.545,0.0243817861573827,-0.3518724166287543,0.0042069649748144,142.0984992980957,142.3903335571289,0.0185188192869157,55.32976888705002,-0.2153641581054159,-0.292933702342215
DE,0.21399,0.03736,24.798225,266.767,2.229,2.003,-0.086,-0.245,-0.257,0.0180897301105743,-0.1862216423548748,-0.0421529285889106,465.3590026855469,468.9253733317057,0.0194065483009319,59.93997250127625,2.135727761796033,0.9693375575800688
DLR,0.05825,0.010650001,43.836792,79.248,1.304,1.275,0.111,0.603,0.325,0.0170234812725114,-0.2939948732935229,0.034946576252989,172.0050018310547,170.2720494588216,-0.0162494990694095,46.52099005809135,-0.9638243968437052,-0.4099218672870797
DG,0.15597999,0.03971,18.592592,213.026,1.253,0.204,0.051,0.094,0.1,0.0221315213931891,-0.17021730919426,0.1689388037066352,101.90550003051756,104.02159360249836,-0.0147734764481584,36.89070505192218,-1.11794479258198,-0.947528918132657
DLTR,0.20055,0.0529,20.598839,203.675,1.036,0.191,0.123,0.479,0.423,0.0269860129200549,-0.2741550165807138,0.2401120295284542,100.32550010681152,99.69683354695638,0.0594514934125992,65.17785050984139,2.2555761475197897,1.5289365182785923
D,0.09204,0.029790001,19.892157,154.315,0.845,0.361,0.149,0.062,0.077,0.0140809832424902,-0.1486928466653093,0.1580468105732928,60.37200012207031,60.14233303070069,0.0082488373551897,50.0,-0.0418037835548119,-0.1416958082028141
DASH,0.100430004,0.0312,103.07071,34.255,2.045,1.001,0.273,0.459,0.506,0.0270655787796793,-0.3026903757949468,0.0317492349969965,249.46850051879883,256.10933278401694,-0.1819408005153094,22.576962960082383,-13.79013777906897,-7.151263561940489
DOV,0.15883,0.069,23.709635,40.076,2.042,1.362,0.048,-0.126,-0.13,0.0171900384546812,-0.2659151178311111,-0.0132128406325652,175.15850143432618,173.34653600056967,0.0395727004216425,62.044190794606585,3.0339306136183666,2.517874745470635
DUK,0.09905,0.02854,19.328615,170.344,0.629,0.243,0.048,0.127,0.109,0.0106809175362311,-0.0993015455170134,0.1065751976789823,126.10750045776368,123.86666653951008,-0.0251967578538448,22.672049458258783,-0.3800610874580314,0.1474806934930248
DTE,0.11658,0.02826,20.859072,207.975,1.152,0.495,0.214,-0.124,-0.122,0.0108536116474571,-0.0867445387216286,0.0643394914202883,139.21149978637695,138.11295547485352,-0.000585403531242,40.162913318450606,-1.0306629619467742,-0.6638959034440686
DHI,0.14321,0.07882,12.495247,24.111,5.005,0.484,-0.032,-0.224,-0.295,0.0234493946856629,-0.3324904655017557,0.14709040165005,151.77200088500976,163.20983327229817,-0.0474527153809325,14.16921239119749,-4.703262987717324,-4.208954355365177
EBAY,0.42430001,0.0785,18.886917,151.155,0.925,0.841,0.095,0.054,-0.003,0.0236697160192373,-0.1951627150884769,0.2402637625048795,90.06500053405762,91.58488489786784,-0.0542386076712962,33.97645116913354,-2.502471807930448,-1.441408405208935
ETN,0.20653,0.080290005,38.03307,59.661,1.28,0.708,0.101,0.024,0.001,0.0228296273842388,-0.3446097312353172,0.1509460239142113,377.7009994506836,367.3216649373372,0.0049483794754406,53.29523052113599,2.300996389255431,2.8681943177134395
EA,0.13201,0.06273,58.717197,36.65,0.838,0.721,-0.092,-0.514,-0.534,0.0208434983350994,-0.3054454335064538,0.3543775888498768,200.4860000610352,186.562952931722,0.0045588910705533,60.391134192157175,2.560138703431789,3.383332059693591
EIX,0.15765001,0.03238,7.515072,204.02,0.82,0.404,0.106,0.636,0.612,0.0219744617641328,-0.4388252663249392,0.0528958504743493,56.627000427246095,55.02592207590739,0.012591161812603,44.29529857691288,0.4348751960582007,0.4234356546263877
EME,0.37088,0.12044,26.39043,12.915,1.192,1.111,0.164,0.133,0.093,0.0282355654647152,-0.3618911116620588,0.3905509153473432,690.4135040283203,654.1603586832682,-0.0493667733026821,45.57585027719307,-1.7533274928931633,7.272894511893422
EW,0.13492,0.07715,36.877193,6.862,4.004,2.982,0.147,-0.903,-0.905,0.0154892806934742,-0.1197007803431393,0.1136424083583402,79.29799995422363,78.29700012207032,0.0603041927865969,76.83088815326639,2.027852165515938,1.5803306631094929
ELV,0.12569,0.04242,12.384019,72.823,1.56,1.433,0.123,0.22,0.17,0.022381786811045,-0.3905966242550032,-0.182780841059999,333.79349822998046,325.8044143676758,-0.0899163692817185,14.55663827298126,-6.647436497734361,-2.553694446032249
EMR,0.09363,0.04795,32.255585,64.617,0.876,0.474,0.051,-0.354,-0.36,0.0186918759199376,-0.296148093889205,0.0789229368983912,132.98500213623046,132.33950131734213,-0.0225213113881692,45.46590702805357,0.1756846797174205,0.7338393455422604
EOG,0.18476999,0.09086,10.336566,26.835,1.624,1.29,-0.024,-0.085,-0.121,0.0177492982916743,-0.2368412566416369,-0.0700076991458236,106.21445426940916,112.68610852559408,0.0033474297623675,53.13608858407416,-1.4920567907458349,-1.8181999164663247
EPAM,0.10207,0.07743,27.804878,4.165,3.022,2.852,0.194,-0.194,-0.217,0.0261613246578103,-0.4686694527748949,-0.0240770473352307,158.30049896240234,159.2754992167155,0.1522389069652007,79.69563369895812,5.056243482125268,2.5443672101934323
ETR,0.11188,0.03134,23.91872,179.362,0.713,0.423,0.125,0.02,0.076,0.0134719118755732,-0.1010353377323962,0.2084970381459232,96.30750007629396,92.5316670735677,0.0083326899091127,57.72095147095147,0.8058493465140799,0.9411581690646472
EFX,0.13066,0.05905,39.474483,94.824,0.738,0.607,0.072,0.142,0.134,0.0231230250869777,-0.2692861807689705,-0.2342098206631537,220.27000045776367,238.71813252766927,-0.0519816275922714,22.3038880067009,-8.896728755285466,-8.106055122774576
EQIX,0.077,0.03196,76.04499,147.969,1.34,1.069,0.066,0.229,0.259,0.0172521486387282,-0.2447530752967934,-0.0358228585348632,825.3424987792969,797.7773824055989,0.0033773931521016,52.04920842453713,7.059826073194699,8.73429285385486
EQR,0.10444,0.02558,19.575657,76.237,0.165,0.085,0.046,1.009,1.015,0.0148170504541333,-0.2114783671522566,-0.1268943504592423,61.1670000076294,63.1130952835083,-0.0270897981900291,35.64612827909436,-1.0677883073493677,-0.9284286585184592
ERIE,0.30444,0.15170999,22.407587,2.353,1.669,1.551,0.067,0.144,0.144,0.020462773012197,-0.3766029259447955,-0.2210416319887551,307.2490036010742,322.9744705200195,-0.096400633919446,24.58931782860037,-10.865227488182825,-7.498638799423557
ESS,0.15987,0.030580001,19.78327,115.144,0.457,0.125,0.062,0.389,0.39,0.0157289757002206,-0.190726378466887,-0.0560086437173034,258.22350082397463,261.2079221089681,0.0074605644581628,47.86162885071555,-0.9753033635962538,-1.5057926077884964
EG,0.03595,0.00746,24.450148,23.337,0.408,0.287,-0.009,-0.484,-0.499,0.0162698841946636,-0.2071615249257552,-0.0451161430818423,332.5770004272461,340.6508321126302,-0.0119281100935643,36.671399950041234,-6.778351397242943,-6.667850900241903
EVRG,0.08454,0.02866,20.97808,142.45,0.516,0.105,-0.001,0.005,0.02,0.0103411682958854,-0.080126423219085,0.2055714741235996,77.49299964904785,74.68346710205078,-0.0119107526925494,40.51405508480116,0.1302535976751784,0.5143004510193918
EXC,0.10308,0.02853,16.293907,177.601,0.939,0.608,0.09,0.229,0.238,0.0118703735186038,-0.1011884161517305,0.0673680427998153,47.13050022125244,45.27466665903727,-0.0354441630990054,25.67053056356576,0.0003756891235084,0.328736463706329
EXPE,0.53886,0.05079,25.822737,250.289,0.744,0.619,0.087,0.454,0.402,0.0290626275703713,-0.3370290769239235,0.589350699688993,223.53649978637696,218.90939636230468,0.1990883314406137,72.98661148011712,6.423189862715674,2.1689847321080444
EXR,0.06786,0.033469997,29.194632,94.252,1.46,0.192,0.034,-0.142,-0.141,0.0166196493388104,-0.2508089938351167,-0.0926593279750134,142.63249740600585,141.76194432576497,-0.0850612421899231,17.650824068826594,-3.611984653610932,-1.9207468628160007
XOM,0.11424,0.05086,17.18314,15.672,1.137,0.759,-0.051,-0.083,-0.123,0.0146733416881446,-0.1731005827146668,0.1001192107511328,114.31300010681151,113.0478333791097,0.0341780996933068,68.60229644179793,0.8640657561047362,0.60590060034145
FFIV,0.20602,0.08299,20.404238,6.424,1.562,1.091,0.085,0.163,0.152,0.0201318486782028,-0.2983943967960855,-0.1499135157535152,278.09599990844725,308.3198361714681,-0.134219822105584,13.429270883404245,-20.662875755385983,-17.56838760373221
EXPD,0.36505002,0.13853,22.872965,24.549,1.794,1.58,-0.035,0.006,-0.032,0.0180908580412504,-0.1869070970519324,0.2263105787966792,123.82499923706057,122.0446664174398,0.1341813309648126,76.39379025297126,4.45757599337054,2.129179549732984
FDS,0.29132,0.111899994,17.047588,71.282,1.4,1.2,0.062,0.728,0.716,0.0169005205855266,-0.4833865853027057,-0.4096583407116393,276.7010009765625,313.39062652587893,-0.0419622791305166,28.12781329885037,-10.977058244246791,-10.938954713656548
FAST,0.32742,0.205,38.644855,13.283,4.259,1.964,0.117,0.115,0.125,0.0153072271853284,-0.186704833879482,0.0444233240661893,41.846158790588376,45.94190394083659,-0.0118567708675538,35.15820931531157,-1.2097520350169404,-1.3136506689244576
FRT,0.10516,0.03276,24.563452,138.76,0.369,0.352,0.06,-0.011,0.011,0.0149402469200321,-0.2738113126244359,0.0217551155826347,97.94399986267088,98.24812978108724,-0.0118843531508421,36.19046119695527,-0.5660007686338275,-0.3938344357279174
FSLR,0.16864,0.0756,20.924023,9.893,1.91,1.382,0.797,0.457,0.457,0.0395166771306776,-0.4210273263103663,0.4229645405185345,246.7835037231445,223.5701685587565,0.1047740652645091,70.2270551980178,13.010254319659566,10.573666506399432
FIS,0.011829999,0.04289,204.50002,94.272,0.532,0.394,0.057,0.22,0.179,0.0185406144998598,-0.2936477413218719,-0.1484617842115786,65.48299942016601,66.76915709177653,-0.0006566128482275,40.4399614786816,-0.758256884388544,-0.8281358231282941
FE,0.11192001,0.03247,20.056522,193.669,0.747,0.58,0.112,0.045,0.053,0.01284868374192,-0.1275861433036496,0.1414996916091058,46.0920446395874,44.62073923746745,0.0008234919675321,44.36787196454146,0.1332217720393202,0.2408029543532777
FI,0.1354,0.04773,9.860897,120.581,1.08,0.237,0.009,0.49,0.404,0.0373405682695061,-0.7408217216527027,-0.6659685903818819,97.36900005340576,120.87066618601482,-0.3447606609694359,8.358967449158328,-17.77720039019711,-14.087082314302547
F,0.10295,0.00833,11.247864,346.673,1.121,0.94,0.094,1.727,1.743,0.021139327737239,-0.2128081488577982,0.2727324041765571,12.59211859703064,11.948232793807984,0.0450981497676953,60.020325485351925,0.3374298804304079,0.3200991054118736
FTNT,2.28043,0.13884,33.86008,148.116,1.027,0.897,0.144,-0.114,-0.122,0.0262753948627829,-0.3507026308126184,-0.2167539610754911,84.36900024414062,82.48299992879232,-0.0247602965401836,42.69858954076517,-0.2605245465490924,0.1867038194712807
FTV,0.103649996,0.04829,20.208662,52.244,0.701,0.492,0.023,-0.742,-0.752,0.0163769062122032,-0.2539928839389168,-0.0729897051536098,49.84850006103515,48.9555435816447,0.0297200872284133,62.12835054623605,0.5485549407796242,0.4070910538523638
FOXA,0.17272,0.087299995,14.9505625,60.136,3.238,2.917,0.049,-0.258,-0.276,0.0188198868605875,-0.1821064944249524,0.2099300561521031,61.44500026702881,60.43218339284261,0.0827569125261548,80.46874883584671,1.7070353415614576,1.1096857817081218
FOX,0.17272,0.087299995,13.494383,60.136,3.238,2.917,0.049,-0.258,-0.276,0.0189012289138372,-0.1879771561959737,0.1815549714487987,55.16500034332275,54.568006896972655,0.0885525036406363,82.89927385036795,1.573472140585615,0.9676693395079736
IT,1.0925701,0.096920006,19.951134,512.089,0.878,0.747,0.027,-0.912,-0.915,0.0259051802569928,-0.5904675593934128,-0.4904390613563135,242.79299926757807,247.23400065104167,-0.0582924545626288,28.42319844071829,-5.327081376897468,-3.3950912516682576
GRMN,0.19655001,0.11185,24.997534,2.342,3.316,2.004,0.117,0.005,0.006,0.0223043302611816,-0.2797329072013543,0.0197720967674588,231.0249992370605,237.45553690592448,-0.1224759381147633,9.185539017292529,-11.742385115909144,-7.650145570663779
FCX,0.14538999,0.07699,28.636366,30.589,2.455,1.046,0.027,0.278,0.281,0.0304633614590205,-0.3406688895616121,0.0446522088997487,41.069999885559085,42.08498668670654,-0.0029218194047725,48.181815379469846,-0.396732442648954,-0.2925882293400642
GEHC,0.24450001,0.05455,15.213251,105.127,1.181,0.853,0.058,-0.041,-0.051,0.0225522272024512,-0.3715233807025532,-0.0038353365220518,75.29995651245117,74.89625142415365,-0.0241693785735008,39.84831637042487,-0.2170505347337723,0.1569396403511264
GEN,0.25027,0.06864,28.956043,356.98,0.505,0.391,0.253,-0.192,-0.168,0.0171595094370098,-0.255353044060354,-0.0869290501338146,26.49750022888184,28.29183346430461,-0.0055665570766308,37.01798351441716,-0.5354549283541772,-0.5595289306337591
GE,0.42131,0.049289998,41.759037,115.246,1.077,0.717,0.238,0.193,0.165,0.0192751180994714,-0.2136426430467992,0.4115771379369513,305.83300018310547,292.81446126302086,0.0199684215066538,54.90848670179754,3.327582654845628,3.7995117257318176
GIS,0.30866,0.06216,8.737241,151.352,0.658,0.346,-0.068,1.155,1.077,0.0144192313307387,-0.2824401455053228,-0.1191290030086723,47.45850028991699,48.6443941116333,-0.0260964645247544,35.51172443118212,-0.7109854915405265,-0.6197354591468006
GNRC,0.11969,0.057550002,29.950287,56.133,2.183,0.855,-0.05,-0.407,-0.418,0.0280751908105637,-0.4698845257414101,0.2136049469353089,177.5714988708496,178.78599955240887,-0.1178764588591154,23.9918832293468,-6.275748816941018,-2.99810705619209
GD,0.17782,0.05796,22.620712,40.419,1.4,0.783,0.106,0.158,0.139,0.0140575430719651,-0.2254728440702537,0.2923110116871321,341.7769973754883,331.56129964192706,0.0225673258238995,59.42586672419768,3.338042573747259,3.575719769009212
GM,0.04442,0.02014,13.559161,195.437,1.229,0.979,-0.003,-0.496,-0.566,0.0240840087457274,-0.2909598929871713,0.4161833607313991,65.98749980926513,60.906157938639325,0.0767191249422344,67.37253982092776,2.806432112850331,2.625501777750663
GILD,0.40706003,0.12571,18.289474,116.243,1.453,1.114,0.03,1.43,1.436,0.0175178593220194,-0.1688087506465863,0.1812602880579961,120.54350051879882,116.13914591471354,-0.0198558942010038,33.824339212778426,1.1052196763259587,1.479709955926238
GPN,0.07233,0.0325,11.485584,69.198,0.855,0.413,0.005,1.131,1.016,0.0253121310668348,-0.4320665251037296,-0.0798436979731378,82.46350021362305,85.06996777852376,-0.0821393435237401,21.91460811572327,-2.532692868881668,-1.7105593325397033
GPC,0.16994,0.04434,21.54217,133.159,1.137,0.443,0.049,0.0,-0.002,0.0156887693170038,-0.1819873327816796,0.0488217948673688,129.65649948120117,135.01222457885743,-0.0346800649183324,26.08698366958599,-2.8000085387012064,-2.4743689691123523
GDDY,3.69454,0.08575,22.663792,4217.211,0.569,0.359,0.103,0.144,0.105,0.0207606173972338,-0.4095171630939914,-0.2988959779350217,131.45150146484374,138.8820007324219,-1.14454120705437e-05,46.912966202152106,-1.2317803144598258,-1.8530799453815587
GL,0.22277,0.033069998,9.634978,55.217,0.695,0.552,0.04,0.375,0.28,0.0163249349841513,-0.1470410708830594,0.1102244024381717,134.11999969482423,138.15615641276042,-0.0100655787759846,39.64198465537024,-1.5596753273113677,-1.6247241385932123
GS,0.13532,0.009430001,16.196669,586.142,1.657,1.49,0.207,0.458,0.371,0.0192889308464457,-0.3089572644497901,0.3339669203636151,776.717007446289,771.3212270100911,0.0263712582116449,67.72399793266206,5.034796522623083,3.4061832677949866
HAL,0.12788,0.0761,18.350992,83.613,1.955,1.207,-0.017,-0.969,-0.968,0.0271105105588627,-0.3904016157270378,0.3211378029039347,25.76299982070923,23.799490197499598,0.0755734688240132,69.95153976115299,1.056813788062339,0.9778825126408596
HIG,0.20069,0.03482,10.708674,23.675,1.796,1.056,0.07,0.473,0.408,0.0134960742729603,-0.137221516498881,0.0310685460734612,125.93949966430664,129.91082229614258,0.0390703548859617,72.9299631954311,-0.2008178201229924,-1.0898633483302995
HSY,0.31013,0.09329,25.248133,125.764,1.363,0.66,0.065,-0.382,-0.381,0.0192661901883161,-0.2525688696262982,0.0510723615958599,177.80700149536133,183.9946667989095,-0.0500373874955878,29.71253507292147,-5.357574054166548,-4.507417307186941
HSIC,0.08347999,0.042329997,23.02839,70.224,1.396,0.597,0.052,0.077,0.02,0.0190022803119182,-0.2427054571358634,0.0348738170193467,65.45700016021729,66.75600007375081,0.1152359536996794,75.56847830874061,1.5542940268921228,0.3538012286006269
HPE,0.05356,0.02041,28.094116,96.967,0.951,0.512,0.185,-0.452,-0.404,0.0289998271494067,-0.4835785139966022,0.3494317780697236,23.772500038146973,23.811537551879884,0.004521994844763,58.7896084108045,-0.0875314757701417,-0.0475290381539111
HOLX,0.11116,0.06825,29.83936,49.682,3.754,2.869,0.062,0.108,0.049,0.0186427265926843,-0.3388916984709552,0.3007703858741331,72.6830005645752,68.83566697438557,0.0222473270864208,65.38436145161646,1.5848010119884464,1.6761147199539037
HD,1.9395399,0.13713999,25.19932,580.591,1.147,0.281,0.049,-0.004,-0.002,0.0139749366174331,-0.217916276190707,0.0033368653568339,382.4929977416992,397.5180592854818,-0.0315378454955775,25.25979098692912,-6.112938004395232,-5.277165969830624
HRL,0.09442,0.048410002,16.167883,35.301,2.469,1.074,0.046,0.031,0.04,0.0164866647114197,-0.338699449019492,-0.2264650929502486,22.87049989700317,24.45218445460001,-0.0315034774804949,26.96896255677665,-0.6965628932927146,-0.6763344827157218
HST,0.109239995,0.039189998,17.150944,82.827,2.592,2.462,0.009,0.966,0.963,0.0190483671421432,-0.3129738779958223,0.18194264149081,16.578499698638915,16.78799171447754,0.0966010577343346,71.5493216549781,0.1739824801515404,-0.0322439004554651
HON,0.34616002,0.066589996,20.70433,215.247,1.358,0.985,0.07,0.324,0.292,0.0159136654737212,-0.2210226917991334,-0.0368358649386099,197.60673904418945,199.49646631876627,-0.0077767171676622,48.59115665562723,-0.3981787500991913,0.0108161722631604
HWM,0.30064,0.112840004,59.08169,65.176,2.353,0.962,0.138,0.173,0.16,0.0215249333891814,-0.1941315711749257,0.3266025803734342,199.9189712524414,189.14799168904625,0.0491250739196805,66.95404023148268,4.728287889449206,4.186838663584403
HUM,0.07159,0.045760002,22.303087,69.686,2.024,1.533,0.111,-0.593,-0.594,0.0285470902652492,-0.2677761280672732,0.049141847363628,276.34249954223634,279.375301361084,-0.1372300729569645,15.148507303187998,-5.843333384380344,-0.3755390126390999
HUBB,0.24991,0.09993,28.8925,58.21,1.358,0.774,0.041,0.141,0.13,0.0198757938459966,-0.324484612761665,0.2031238508246264,447.8189987182617,436.7002904256185,0.0322920646565356,64.51855120484498,9.880724772071233,8.593093349675263
HII,0.12387,0.039330002,21.991718,58.708,1.139,1.03,0.161,0.439,0.436,0.0232432104087231,-0.2342169911344548,0.4272580098857002,300.0315002441406,283.66448872884115,0.0620884920510361,69.79526078711578,8.47223110858505,7.801864115308303
IEX,0.12197,0.063990004,26.70886,48.121,2.934,1.94,0.101,0.083,0.073,0.018216734940465,-0.3254608920878112,-0.1024495612115256,167.7230010986328,164.37124608357746,0.0064213133921426,48.92145038746306,1.127857128824985,1.340858018721947
IDXX,0.64633006,0.24065,56.27201,71.29,1.18,0.737,0.133,0.214,0.179,0.0277536920766424,-0.2302575431359104,0.3937305207906505,660.3545013427735,645.6276662190755,0.0745592335822336,74.54274299214383,20.686667896777863,12.933018321016782
PODD,0.19679001,0.08741,93.66959,77.711,2.871,1.883,0.299,0.148,0.13,0.0231106763647989,-0.1777030402298708,0.0187305692567854,320.16800079345705,325.8076670328776,0.0005684681467464,42.09463377717872,-0.4553968883138282,-0.6769623914304447
INCY,0.30389,0.13537,17.962711,0.887,3.195,2.858,0.2,2.907,2.984,0.0220762966549611,-0.3153388320266408,0.7428054754736801,93.97199974060058,88.09916648864746,0.1277827826318456,86.65619671139603,5.193553296733427,3.693250198807495
ITW,0.91683,0.16416,23.692532,278.654,1.53,1.011,0.023,-0.281,-0.292,0.013960210203214,-0.2062888041686603,-0.0074688093323908,247.40450134277344,255.72869466145832,-0.0126695232030953,32.11007033808178,-2.8324955960057423,-2.9601671543668733
IR,0.05382,0.05091,57.22222,47.62,2.162,1.362,0.051,0.13,0.102,0.0201314513396478,-0.3662420977641462,-0.0853527069383321,78.05799942016601,79.54433301289876,-0.0103512699040204,41.86047511925295,-0.6423756384972137,-0.5992946302503728
IBKR,0.23249,0.023659999,34.36232,145.38,1.101,1.101,0.232,0.405,0.429,0.0279576417084401,-0.3866281329387595,0.4070384892668834,69.04500007629395,66.41218808492025,0.0301976562360797,62.65625360111452,1.0015284731885146,0.9080136232266748
ICE,0.114930004,0.02189,27.281021,67.954,1.012,0.027,0.026,0.246,0.242,0.0118316767698822,-0.225275192376256,-0.1302896826450057,152.707999420166,164.60182393391926,-0.0210074091229458,33.978025987579656,-4.209805149372642,-4.311804993628327
IPG,0.11933,0.053940002,21.169493,110.56,1.068,0.978,-0.066,-0.228,-0.242,0.0196262953561583,-0.2388644868472823,0.0005521224781384,26.2020001411438,26.377377859751384,-0.0466376838533261,30.859368451639227,-0.3911379208745948,-0.22851017368409
INVH,0.06,0.02407,29.51579,85.691,1.544,0.581,0.065,0.467,0.435,0.0127465456164304,-0.2108332278531302,-0.1529032167357011,28.40900011062622,29.137371921539305,-0.0129888131811036,42.596817465920815,-0.2205836304498767,-0.213415292266398
IVZ,0.06904,0.024430001,16.081633,10.983,0.617,0.617,0.082,4.5,2.027,0.0249870174167583,-0.3652208129113241,0.5461762316363654,23.30850009918213,22.69666668574015,0.0142222489244573,60.23390116922699,0.1671600989276065,0.1945587452758716
